ibu_id,nama_ibu,tanggal_lahir,pendidikan,pekerjaan,alamat
I012073,Ibu_12073,1980-12-19,D3,Tidak Bekerja,"Desa_147, Jember"
I012074,Ibu_12074,2004-07-30,Tidak Sekolah,Petani,"Desa_94, Jember"
I012075,Ibu_12075,1997-08-06,SD,Pedagang,"Desa_183, Jember"
I012076,Ibu_12076,1995-02-19,SMA,IRT,"Desa_127, Jember"
I012077,Ibu_12077,1998-12-13,Tidak Sekolah,IRT,"Desa_81, Jember"
I012078,Ibu_12078,2010-05-29,D3,Karyawan,"Desa_174, Jember"
I012079,Ibu_12079,2001-03-27,Tidak Sekolah,IRT,"Desa_119, Jember"
I012080,Ibu_12080,1995-08-16,S1,Karyawan,"Desa_27, Jember"
I012081,Ibu_12081,1997-07-22,D3,Pedagang,"Desa_187, Jember"
I012082,Ibu_12082,1997-07-17,D3,IRT,"Desa_194, Jember"
I012083,Ibu_12083,1983-03-22,Tidak Sekolah,Pedagang,"Desa_130, Jember"
I012084,Ibu_12084,2003-09-05,Tidak Sekolah,Karyawan,"Desa_111, Jember"
I012085,Ibu_12085,2012-08-07,D3,Petani,"Desa_154, Jember"
I012086,Ibu_12086,1992-09-11,S1,Pedagang,"Desa_115, Jember"
I012087,Ibu_12087,1992-08-31,SMP,Pedagang,"Desa_37, Jember"
I012088,Ibu_12088,2011-03-28,Tidak Sekolah,Petani,"Desa_95, Jember"
I012089,Ibu_12089,1988-10-01,S1,IRT,"Desa_5, Jember"
I012090,Ibu_12090,2011-06-13,SD,IRT,"Desa_7, Jember"
I012091,Ibu_12091,2004-07-31,Tidak Sekolah,Karyawan,"Desa_112, Jember"
I012092,Ibu_12092,1997-08-30,SMA,Petani,"Desa_153, Jember"
I012093,Ibu_12093,1984-05-13,Tidak Sekolah,Karyawan,"Desa_120, Jember"
I012094,Ibu_12094,1985-11-14,SMP,IRT,"Desa_63, Jember"
I012095,Ibu_12095,1994-07-04,SMA,Petani,"Desa_109, Jember"
I012096,Ibu_12096,2006-01-13,D3,Petani,"Desa_88, Jember"
I012097,Ibu_12097,1982-06-05,SMA,IRT,"Desa_132, Jember"
I012098,Ibu_12098,2011-10-30,S1,Karyawan,"Desa_115, Jember"
I012099,Ibu_12099,1993-08-21,S1,Petani,"Desa_184, Jember"
I012100,Ibu_12100,2000-07-10,SMA,Pedagang,"Desa_165, Jember"
I012101,Ibu_12101,2009-05-13,SD,IRT,"Desa_182, Jember"
I012102,Ibu_12102,1987-05-05,S1,Tidak Bekerja,"Desa_150, Jember"
I012103,Ibu_12103,2005-11-21,Tidak Sekolah,Pedagang,"Desa_67, Jember"
I012104,Ibu_12104,1986-03-03,S1,Pedagang,"Desa_151, Jember"
I012105,Ibu_12105,1999-10-27,SD,Petani,"Desa_179, Jember"
I012106,Ibu_12106,2011-03-21,SMA,Pedagang,"Desa_38, Jember"
I012107,Ibu_12107,2001-08-22,Tidak Sekolah,IRT,"Desa_169, Jember"
I012108,Ibu_12108,1993-01-21,SMP,Tidak Bekerja,"Desa_54, Jember"
I012109,Ibu_12109,1986-06-30,Tidak Sekolah,Tidak Bekerja,"Desa_31, Jember"
I012110,Ibu_12110,1989-05-29,SMP,Karyawan,"Desa_162, Jember"
I012111,Ibu_12111,1989-10-13,Tidak Sekolah,IRT,"Desa_89, Jember"
I012112,Ibu_12112,1988-10-10,SMP,Tidak Bekerja,"Desa_28, Jember"
I012113,Ibu_12113,2009-03-18,SD,Karyawan,"Desa_29, Jember"
I012114,Ibu_12114,1980-05-29,Tidak Sekolah,Tidak Bekerja,"Desa_3, Jember"
I012115,Ibu_12115,1996-03-31,SMP,Petani,"Desa_163, Jember"
I012116,Ibu_12116,2012-07-25,S1,Pedagang,"Desa_143, Jember"
I012117,Ibu_12117,2005-10-27,Tidak Sekolah,Petani,"Desa_21, Jember"
I012118,Ibu_12118,1984-07-28,SMP,Petani,"Desa_127, Jember"
I012119,Ibu_12119,2010-06-05,D3,Karyawan,"Desa_132, Jember"
I012120,Ibu_12120,1986-08-15,D3,IRT,"Desa_51, Jember"
I012121,Ibu_12121,1996-11-21,SMA,IRT,"Desa_21, Jember"
I012122,Ibu_12122,1999-02-27,SD,IRT,"Desa_59, Jember"
I012123,Ibu_12123,2010-06-24,SMA,Tidak Bekerja,"Desa_85, Jember"
I012124,Ibu_12124,1987-07-19,SMA,Tidak Bekerja,"Desa_118, Jember"
I012125,Ibu_12125,1982-07-11,D3,Tidak Bekerja,"Desa_19, Jember"
I012126,Ibu_12126,1984-04-22,Tidak Sekolah,Petani,"Desa_159, Jember"
I012127,Ibu_12127,1995-12-13,SMP,IRT,"Desa_16, Jember"
I012128,Ibu_12128,2001-04-03,S1,Tidak Bekerja,"Desa_152, Jember"
I012129,Ibu_12129,1988-01-22,S1,IRT,"Desa_177, Jember"
I012130,Ibu_12130,1982-05-09,D3,Pedagang,"Desa_51, Jember"
I012131,Ibu_12131,1985-04-06,SMP,IRT,"Desa_178, Jember"
I012132,Ibu_12132,2003-02-13,SMP,IRT,"Desa_198, Jember"
I012133,Ibu_12133,2009-02-28,SD,Tidak Bekerja,"Desa_105, Jember"
I012134,Ibu_12134,1995-03-08,SMA,Tidak Bekerja,"Desa_109, Jember"
I012135,Ibu_12135,2006-08-14,SD,Tidak Bekerja,"Desa_185, Jember"
I012136,Ibu_12136,1999-06-17,SMA,IRT,"Desa_29, Jember"
I012137,Ibu_12137,1986-08-31,SD,Petani,"Desa_124, Jember"
I012138,Ibu_12138,2008-02-15,SMP,Tidak Bekerja,"Desa_105, Jember"
I012139,Ibu_12139,2012-05-30,SD,Karyawan,"Desa_93, Jember"
I012140,Ibu_12140,1998-02-14,S1,IRT,"Desa_130, Jember"
I012141,Ibu_12141,1990-12-28,D3,Tidak Bekerja,"Desa_130, Jember"
I012142,Ibu_12142,1981-07-10,D3,Petani,"Desa_22, Jember"
I012143,Ibu_12143,1985-04-30,SD,Petani,"Desa_135, Jember"
I012144,Ibu_12144,1990-10-21,SMA,Tidak Bekerja,"Desa_131, Jember"
I012145,Ibu_12145,1997-10-16,D3,Tidak Bekerja,"Desa_62, Jember"
I012146,Ibu_12146,2001-12-01,SMA,Karyawan,"Desa_120, Jember"
I012147,Ibu_12147,1993-07-30,D3,Pedagang,"Desa_97, Jember"
I012148,Ibu_12148,2010-11-10,SMP,IRT,"Desa_6, Jember"
I012149,Ibu_12149,2006-09-28,SMP,Pedagang,"Desa_108, Jember"
I012150,Ibu_12150,1987-09-27,S1,Tidak Bekerja,"Desa_18, Jember"
I012151,Ibu_12151,2009-04-13,S1,Pedagang,"Desa_167, Jember"
I012152,Ibu_12152,1996-11-02,SD,Tidak Bekerja,"Desa_180, Jember"
I012153,Ibu_12153,2011-01-12,SMA,Petani,"Desa_116, Jember"
I012154,Ibu_12154,2010-02-01,D3,Pedagang,"Desa_20, Jember"
I012155,Ibu_12155,2009-07-16,Tidak Sekolah,Pedagang,"Desa_34, Jember"
I012156,Ibu_12156,1984-01-08,Tidak Sekolah,Petani,"Desa_91, Jember"
I012157,Ibu_12157,2000-10-18,S1,Pedagang,"Desa_88, Jember"
I012158,Ibu_12158,2009-03-03,SMA,Pedagang,"Desa_177, Jember"
I012159,Ibu_12159,1997-02-20,SMP,IRT,"Desa_15, Jember"
I012160,Ibu_12160,1992-05-06,SMA,Petani,"Desa_116, Jember"
I012161,Ibu_12161,2008-05-13,D3,Karyawan,"Desa_89, Jember"
I012162,Ibu_12162,2009-04-19,SMA,Karyawan,"Desa_139, Jember"
I012163,Ibu_12163,1999-12-19,SMA,Pedagang,"Desa_68, Jember"
I012164,Ibu_12164,1996-06-23,SMP,Petani,"Desa_147, Jember"
I012165,Ibu_12165,1980-07-09,SD,Karyawan,"Desa_51, Jember"
I012166,Ibu_12166,1985-05-20,SMP,Petani,"Desa_157, Jember"
I012167,Ibu_12167,1985-03-25,SMA,Tidak Bekerja,"Desa_30, Jember"
I012168,Ibu_12168,1983-09-15,S1,Karyawan,"Desa_172, Jember"
I012169,Ibu_12169,1985-06-22,SMA,Tidak Bekerja,"Desa_123, Jember"
I012170,Ibu_12170,2001-12-11,SMA,Karyawan,"Desa_138, Jember"
I012171,Ibu_12171,2008-10-08,SD,Karyawan,"Desa_41, Jember"
I012172,Ibu_12172,2009-12-31,SD,Pedagang,"Desa_108, Jember"
I012173,Ibu_12173,2002-11-12,Tidak Sekolah,Tidak Bekerja,"Desa_69, Jember"
I012174,Ibu_12174,1990-02-02,Tidak Sekolah,IRT,"Desa_15, Jember"
I012175,Ibu_12175,1981-01-12,SMP,IRT,"Desa_141, Jember"
I012176,Ibu_12176,2006-04-28,Tidak Sekolah,IRT,"Desa_51, Jember"
I012177,Ibu_12177,2005-09-13,SMP,Pedagang,"Desa_70, Jember"
I012178,Ibu_12178,2005-09-07,S1,IRT,"Desa_170, Jember"
I012179,Ibu_12179,2001-07-05,D3,Petani,"Desa_70, Jember"
I012180,Ibu_12180,1992-04-11,Tidak Sekolah,Tidak Bekerja,"Desa_79, Jember"
I012181,Ibu_12181,2011-02-13,SMP,Petani,"Desa_54, Jember"
I012182,Ibu_12182,1984-03-29,SMA,Karyawan,"Desa_71, Jember"
I012183,Ibu_12183,2006-08-05,SD,Petani,"Desa_16, Jember"
I012184,Ibu_12184,1988-02-15,S1,Pedagang,"Desa_47, Jember"
I012185,Ibu_12185,1997-03-22,Tidak Sekolah,Petani,"Desa_133, Jember"
I012186,Ibu_12186,2001-09-19,Tidak Sekolah,IRT,"Desa_134, Jember"
I012187,Ibu_12187,2008-11-30,Tidak Sekolah,Karyawan,"Desa_86, Jember"
I012188,Ibu_12188,2011-07-10,D3,Karyawan,"Desa_177, Jember"
I012189,Ibu_12189,1999-06-15,D3,Karyawan,"Desa_81, Jember"
I012190,Ibu_12190,1993-05-20,SMA,Karyawan,"Desa_152, Jember"
I012191,Ibu_12191,2005-08-19,D3,Tidak Bekerja,"Desa_153, Jember"
I012192,Ibu_12192,1985-08-13,D3,Tidak Bekerja,"Desa_22, Jember"
I012193,Ibu_12193,1984-06-17,SMA,Petani,"Desa_15, Jember"
I012194,Ibu_12194,1994-08-03,SD,Karyawan,"Desa_131, Jember"
I012195,Ibu_12195,1982-11-06,SMP,Karyawan,"Desa_117, Jember"
I012196,Ibu_12196,2012-01-07,SD,Karyawan,"Desa_116, Jember"
I012197,Ibu_12197,2004-02-10,SMP,Tidak Bekerja,"Desa_28, Jember"
I012198,Ibu_12198,1988-04-17,SMA,IRT,"Desa_126, Jember"
I012199,Ibu_12199,1998-03-07,SD,IRT,"Desa_81, Jember"
I012200,Ibu_12200,2011-06-07,S1,Karyawan,"Desa_112, Jember"
I012201,Ibu_12201,1980-11-19,Tidak Sekolah,IRT,"Desa_97, Jember"
I012202,Ibu_12202,1997-08-30,SMP,Tidak Bekerja,"Desa_187, Jember"
I012203,Ibu_12203,2004-12-10,SD,Petani,"Desa_175, Jember"
I012204,Ibu_12204,2004-01-23,SMP,Pedagang,"Desa_64, Jember"
I012205,Ibu_12205,2003-10-11,SMA,IRT,"Desa_81, Jember"
I012206,Ibu_12206,2001-11-30,S1,Tidak Bekerja,"Desa_126, Jember"
I012207,Ibu_12207,1982-11-13,SMA,Tidak Bekerja,"Desa_149, Jember"
I012208,Ibu_12208,2003-04-11,SMP,Petani,"Desa_1, Jember"
I012209,Ibu_12209,2006-03-25,SMA,Pedagang,"Desa_50, Jember"
I012210,Ibu_12210,2004-03-05,D3,IRT,"Desa_190, Jember"
I012211,Ibu_12211,2012-01-07,SMA,Petani,"Desa_130, Jember"
I012212,Ibu_12212,2009-03-26,S1,Petani,"Desa_18, Jember"
I012213,Ibu_12213,1985-07-26,SD,IRT,"Desa_138, Jember"
I012214,Ibu_12214,1989-04-22,SMA,Pedagang,"Desa_109, Jember"
I012215,Ibu_12215,2009-07-17,SMP,Karyawan,"Desa_195, Jember"
I012216,Ibu_12216,1985-04-06,S1,Tidak Bekerja,"Desa_134, Jember"
I012217,Ibu_12217,1988-02-08,S1,Petani,"Desa_52, Jember"
I012218,Ibu_12218,2006-11-15,S1,IRT,"Desa_42, Jember"
I012219,Ibu_12219,2011-03-09,SMA,Tidak Bekerja,"Desa_16, Jember"
I012220,Ibu_12220,1988-01-27,Tidak Sekolah,Petani,"Desa_3, Jember"
I012221,Ibu_12221,1980-03-28,SMP,Petani,"Desa_120, Jember"
I012222,Ibu_12222,2004-11-18,Tidak Sekolah,Karyawan,"Desa_188, Jember"
I012223,Ibu_12223,2000-01-23,SD,Karyawan,"Desa_53, Jember"
I012224,Ibu_12224,1994-02-05,D3,IRT,"Desa_142, Jember"
I012225,Ibu_12225,1985-07-08,S1,Karyawan,"Desa_188, Jember"
I012226,Ibu_12226,1981-10-03,S1,Petani,"Desa_176, Jember"
I012227,Ibu_12227,1985-10-11,SMA,IRT,"Desa_101, Jember"
I012228,Ibu_12228,2005-10-18,SMA,IRT,"Desa_85, Jember"
I012229,Ibu_12229,1989-04-01,S1,Karyawan,"Desa_75, Jember"
I012230,Ibu_12230,2009-04-10,S1,Petani,"Desa_60, Jember"
I012231,Ibu_12231,1987-03-26,SD,Tidak Bekerja,"Desa_114, Jember"
I012232,Ibu_12232,1983-12-09,S1,Pedagang,"Desa_1, Jember"
I012233,Ibu_12233,2005-03-25,S1,IRT,"Desa_28, Jember"
I012234,Ibu_12234,1991-07-08,SMA,Petani,"Desa_32, Jember"
I012235,Ibu_12235,1981-07-27,Tidak Sekolah,Karyawan,"Desa_34, Jember"
I012236,Ibu_12236,1983-10-18,Tidak Sekolah,Karyawan,"Desa_101, Jember"
I012237,Ibu_12237,1985-08-05,SD,IRT,"Desa_153, Jember"
I012238,Ibu_12238,2002-09-14,SMP,Tidak Bekerja,"Desa_150, Jember"
I012239,Ibu_12239,1993-05-23,S1,Karyawan,"Desa_46, Jember"
I012240,Ibu_12240,1996-04-22,D3,Tidak Bekerja,"Desa_135, Jember"
I012241,Ibu_12241,2004-06-02,SMA,Karyawan,"Desa_156, Jember"
I012242,Ibu_12242,1987-09-12,SMA,IRT,"Desa_118, Jember"
I012243,Ibu_12243,1998-12-23,S1,IRT,"Desa_166, Jember"
I012244,Ibu_12244,2009-07-10,SD,IRT,"Desa_35, Jember"
I012245,Ibu_12245,1980-01-02,D3,Tidak Bekerja,"Desa_35, Jember"
I012246,Ibu_12246,1991-02-20,D3,Pedagang,"Desa_68, Jember"
I012247,Ibu_12247,1993-06-26,SMA,IRT,"Desa_147, Jember"
I012248,Ibu_12248,1982-01-26,S1,Petani,"Desa_114, Jember"
I012249,Ibu_12249,2003-04-20,SMP,Tidak Bekerja,"Desa_105, Jember"
I012250,Ibu_12250,1993-02-28,SMP,IRT,"Desa_24, Jember"
I012251,Ibu_12251,2009-07-26,S1,Tidak Bekerja,"Desa_157, Jember"
I012252,Ibu_12252,2003-12-16,SMP,Petani,"Desa_200, Jember"
I012253,Ibu_12253,1999-12-16,SD,Karyawan,"Desa_174, Jember"
I012254,Ibu_12254,1986-04-10,S1,Karyawan,"Desa_57, Jember"
I012255,Ibu_12255,2005-11-19,SMP,Karyawan,"Desa_80, Jember"
I012256,Ibu_12256,2001-12-31,SMA,Petani,"Desa_137, Jember"
I012257,Ibu_12257,2011-03-07,S1,Karyawan,"Desa_127, Jember"
I012258,Ibu_12258,1994-01-14,S1,IRT,"Desa_122, Jember"
I012259,Ibu_12259,2003-06-12,SD,Tidak Bekerja,"Desa_165, Jember"
I012260,Ibu_12260,1995-10-18,S1,Karyawan,"Desa_175, Jember"
I012261,Ibu_12261,2007-03-11,Tidak Sekolah,Petani,"Desa_98, Jember"
I012262,Ibu_12262,2004-02-22,SD,Petani,"Desa_12, Jember"
I012263,Ibu_12263,2002-11-26,Tidak Sekolah,Petani,"Desa_25, Jember"
I012264,Ibu_12264,1989-05-31,SD,Tidak Bekerja,"Desa_57, Jember"
I012265,Ibu_12265,2010-11-10,SMP,Tidak Bekerja,"Desa_27, Jember"
I012266,Ibu_12266,1984-06-10,S1,Pedagang,"Desa_6, Jember"
I012267,Ibu_12267,2009-09-21,SD,IRT,"Desa_183, Jember"
I012268,Ibu_12268,1982-01-02,SMA,Karyawan,"Desa_160, Jember"
I012269,Ibu_12269,1990-08-20,D3,Karyawan,"Desa_137, Jember"
I012270,Ibu_12270,1981-08-24,SMP,Karyawan,"Desa_110, Jember"
I012271,Ibu_12271,1988-06-08,SMA,Karyawan,"Desa_34, Jember"
I012272,Ibu_12272,1986-05-10,SMP,Karyawan,"Desa_67, Jember"
I012273,Ibu_12273,1993-06-11,Tidak Sekolah,IRT,"Desa_94, Jember"
I012274,Ibu_12274,1989-08-27,S1,Pedagang,"Desa_51, Jember"
I012275,Ibu_12275,1986-01-07,SMP,Pedagang,"Desa_21, Jember"
I012276,Ibu_12276,2007-01-04,SMA,IRT,"Desa_32, Jember"
I012277,Ibu_12277,2004-10-06,SMP,Tidak Bekerja,"Desa_81, Jember"
I012278,Ibu_12278,1989-09-09,SD,IRT,"Desa_194, Jember"
I012279,Ibu_12279,2006-07-18,Tidak Sekolah,IRT,"Desa_127, Jember"
I012280,Ibu_12280,1996-02-08,S1,Pedagang,"Desa_28, Jember"
I012281,Ibu_12281,1992-06-10,SMA,IRT,"Desa_140, Jember"
I012282,Ibu_12282,1985-10-06,S1,Tidak Bekerja,"Desa_36, Jember"
I012283,Ibu_12283,2012-09-14,D3,IRT,"Desa_198, Jember"
I012284,Ibu_12284,2007-11-30,Tidak Sekolah,Tidak Bekerja,"Desa_100, Jember"
I012285,Ibu_12285,1998-12-06,SMP,Petani,"Desa_86, Jember"
I012286,Ibu_12286,1983-05-03,SD,IRT,"Desa_35, Jember"
I012287,Ibu_12287,2004-08-30,S1,Karyawan,"Desa_47, Jember"
I012288,Ibu_12288,1991-06-09,Tidak Sekolah,Tidak Bekerja,"Desa_117, Jember"
I012289,Ibu_12289,1991-09-10,SD,Petani,"Desa_30, Jember"
I012290,Ibu_12290,1997-02-15,SMP,Pedagang,"Desa_178, Jember"
I012291,Ibu_12291,2009-02-22,SD,IRT,"Desa_3, Jember"
I012292,Ibu_12292,1987-04-29,S1,Tidak Bekerja,"Desa_104, Jember"
I012293,Ibu_12293,1997-12-11,SMA,Tidak Bekerja,"Desa_136, Jember"
I012294,Ibu_12294,2000-06-16,SMP,IRT,"Desa_67, Jember"
I012295,Ibu_12295,1983-09-26,D3,Pedagang,"Desa_105, Jember"
I012296,Ibu_12296,1991-05-27,SMP,Pedagang,"Desa_109, Jember"
I012297,Ibu_12297,2010-05-07,SMA,Karyawan,"Desa_112, Jember"
I012298,Ibu_12298,1999-01-29,SD,Pedagang,"Desa_92, Jember"
I012299,Ibu_12299,2011-02-25,SD,Pedagang,"Desa_107, Jember"
I012300,Ibu_12300,1986-06-04,SMA,IRT,"Desa_94, Jember"
I012301,Ibu_12301,2004-01-15,Tidak Sekolah,Tidak Bekerja,"Desa_139, Jember"
I012302,Ibu_12302,1989-02-20,D3,Tidak Bekerja,"Desa_65, Jember"
I012303,Ibu_12303,1983-03-02,SD,Pedagang,"Desa_9, Jember"
I012304,Ibu_12304,2008-03-28,SMP,IRT,"Desa_73, Jember"
I012305,Ibu_12305,1992-01-31,SMP,Petani,"Desa_48, Jember"
I012306,Ibu_12306,2008-05-26,SD,Pedagang,"Desa_163, Jember"
I012307,Ibu_12307,2011-04-04,SMA,Petani,"Desa_183, Jember"
I012308,Ibu_12308,2008-12-16,Tidak Sekolah,Karyawan,"Desa_149, Jember"
I012309,Ibu_12309,1988-08-22,SMA,IRT,"Desa_22, Jember"
I012310,Ibu_12310,2012-01-18,SMA,Karyawan,"Desa_166, Jember"
I012311,Ibu_12311,1996-09-10,SMP,IRT,"Desa_16, Jember"
I012312,Ibu_12312,2005-04-13,SD,Pedagang,"Desa_56, Jember"
I012313,Ibu_12313,2009-06-26,SD,IRT,"Desa_114, Jember"
I012314,Ibu_12314,2009-01-21,SMA,Petani,"Desa_69, Jember"
I012315,Ibu_12315,2002-12-10,SMP,Tidak Bekerja,"Desa_150, Jember"
I012316,Ibu_12316,2007-02-19,SD,Tidak Bekerja,"Desa_116, Jember"
I012317,Ibu_12317,1987-05-11,SMP,Tidak Bekerja,"Desa_50, Jember"
I012318,Ibu_12318,1998-10-29,SD,IRT,"Desa_109, Jember"
I012319,Ibu_12319,1986-11-19,SMA,Karyawan,"Desa_77, Jember"
I012320,Ibu_12320,1994-03-11,SMA,Karyawan,"Desa_93, Jember"
I012321,Ibu_12321,1999-06-14,SD,IRT,"Desa_107, Jember"
I012322,Ibu_12322,1996-12-30,D3,Tidak Bekerja,"Desa_127, Jember"
I012323,Ibu_12323,1981-02-28,D3,IRT,"Desa_19, Jember"
I012324,Ibu_12324,2007-01-28,S1,Tidak Bekerja,"Desa_41, Jember"
I012325,Ibu_12325,1991-02-07,SD,IRT,"Desa_21, Jember"
I012326,Ibu_12326,1983-06-24,Tidak Sekolah,Pedagang,"Desa_180, Jember"
I012327,Ibu_12327,1992-02-12,Tidak Sekolah,Tidak Bekerja,"Desa_42, Jember"
I012328,Ibu_12328,1985-08-03,SD,Tidak Bekerja,"Desa_77, Jember"
I012329,Ibu_12329,2003-11-03,SD,Petani,"Desa_156, Jember"
I012330,Ibu_12330,1984-12-07,S1,Karyawan,"Desa_142, Jember"
I012331,Ibu_12331,2010-09-06,Tidak Sekolah,Karyawan,"Desa_187, Jember"
I012332,Ibu_12332,2004-08-06,D3,Tidak Bekerja,"Desa_115, Jember"
I012333,Ibu_12333,1998-03-31,SMA,Pedagang,"Desa_111, Jember"
I012334,Ibu_12334,1982-12-16,S1,Tidak Bekerja,"Desa_164, Jember"
I012335,Ibu_12335,1994-10-10,S1,IRT,"Desa_78, Jember"
I012336,Ibu_12336,2008-09-18,SMA,Petani,"Desa_20, Jember"
I012337,Ibu_12337,1983-12-28,Tidak Sekolah,Petani,"Desa_83, Jember"
I012338,Ibu_12338,1996-04-10,SMA,IRT,"Desa_91, Jember"
I012339,Ibu_12339,1994-12-17,SMA,Karyawan,"Desa_122, Jember"
I012340,Ibu_12340,1992-04-03,D3,Karyawan,"Desa_191, Jember"
I012341,Ibu_12341,1986-07-25,D3,Pedagang,"Desa_172, Jember"
I012342,Ibu_12342,1990-02-15,Tidak Sekolah,Tidak Bekerja,"Desa_35, Jember"
I012343,Ibu_12343,1992-04-10,Tidak Sekolah,IRT,"Desa_32, Jember"
I012344,Ibu_12344,1980-06-10,D3,IRT,"Desa_174, Jember"
I012345,Ibu_12345,1984-05-23,SMP,Karyawan,"Desa_64, Jember"
I012346,Ibu_12346,1996-12-01,Tidak Sekolah,Karyawan,"Desa_17, Jember"
I012347,Ibu_12347,1989-12-19,SMA,Karyawan,"Desa_179, Jember"
I012348,Ibu_12348,1996-12-25,SMA,Pedagang,"Desa_160, Jember"
I012349,Ibu_12349,1984-09-16,SMA,Pedagang,"Desa_22, Jember"
I012350,Ibu_12350,1985-07-16,SD,IRT,"Desa_64, Jember"
I012351,Ibu_12351,1987-11-19,S1,IRT,"Desa_150, Jember"
I012352,Ibu_12352,2003-08-13,Tidak Sekolah,Pedagang,"Desa_97, Jember"
I012353,Ibu_12353,2012-09-01,SMP,Petani,"Desa_135, Jember"
I012354,Ibu_12354,1993-10-01,S1,Karyawan,"Desa_62, Jember"
I012355,Ibu_12355,2006-05-31,S1,Pedagang,"Desa_152, Jember"
I012356,Ibu_12356,2001-12-17,SD,Petani,"Desa_180, Jember"
I012357,Ibu_12357,1984-04-14,SMP,IRT,"Desa_13, Jember"
I012358,Ibu_12358,2003-09-23,D3,Pedagang,"Desa_44, Jember"
I012359,Ibu_12359,1995-08-26,S1,Karyawan,"Desa_129, Jember"
I012360,Ibu_12360,2011-06-03,S1,Pedagang,"Desa_41, Jember"
I012361,Ibu_12361,2005-08-31,SMA,Petani,"Desa_148, Jember"
I012362,Ibu_12362,1992-08-25,SMA,Petani,"Desa_116, Jember"
I012363,Ibu_12363,2004-09-27,SMP,Tidak Bekerja,"Desa_111, Jember"
I012364,Ibu_12364,1992-02-27,SD,Pedagang,"Desa_125, Jember"
I012365,Ibu_12365,2007-04-01,D3,IRT,"Desa_186, Jember"
I012366,Ibu_12366,1984-06-11,SMA,Tidak Bekerja,"Desa_46, Jember"
I012367,Ibu_12367,1982-02-24,Tidak Sekolah,Petani,"Desa_46, Jember"
I012368,Ibu_12368,1987-08-29,SD,Tidak Bekerja,"Desa_199, Jember"
I012369,Ibu_12369,1994-04-07,S1,Karyawan,"Desa_5, Jember"
I012370,Ibu_12370,1997-06-22,Tidak Sekolah,IRT,"Desa_127, Jember"
I012371,Ibu_12371,1988-02-08,SD,Petani,"Desa_22, Jember"
I012372,Ibu_12372,1995-06-26,SD,Tidak Bekerja,"Desa_198, Jember"
I012373,Ibu_12373,2010-05-28,D3,IRT,"Desa_165, Jember"
I012374,Ibu_12374,2003-11-07,SD,Petani,"Desa_20, Jember"
I012375,Ibu_12375,2004-09-29,Tidak Sekolah,Karyawan,"Desa_56, Jember"
I012376,Ibu_12376,2006-09-03,Tidak Sekolah,Karyawan,"Desa_94, Jember"
I012377,Ibu_12377,1998-01-23,D3,Pedagang,"Desa_8, Jember"
I012378,Ibu_12378,2001-05-22,Tidak Sekolah,Tidak Bekerja,"Desa_165, Jember"
I012379,Ibu_12379,2006-07-27,D3,Karyawan,"Desa_183, Jember"
I012380,Ibu_12380,1985-09-21,Tidak Sekolah,Karyawan,"Desa_59, Jember"
I012381,Ibu_12381,1991-08-15,S1,Pedagang,"Desa_49, Jember"
I012382,Ibu_12382,1980-06-04,SD,Karyawan,"Desa_105, Jember"
I012383,Ibu_12383,2010-10-20,SD,Karyawan,"Desa_106, Jember"
I012384,Ibu_12384,2003-01-14,SD,Pedagang,"Desa_133, Jember"
I012385,Ibu_12385,2011-12-29,Tidak Sekolah,Petani,"Desa_193, Jember"
I012386,Ibu_12386,1986-12-22,Tidak Sekolah,Pedagang,"Desa_152, Jember"
I012387,Ibu_12387,2009-06-30,S1,IRT,"Desa_74, Jember"
I012388,Ibu_12388,1985-09-01,Tidak Sekolah,Pedagang,"Desa_156, Jember"
I012389,Ibu_12389,1986-05-26,SMP,Petani,"Desa_74, Jember"
I012390,Ibu_12390,1996-12-28,SMP,Pedagang,"Desa_155, Jember"
I012391,Ibu_12391,2005-06-16,Tidak Sekolah,Karyawan,"Desa_37, Jember"
I012392,Ibu_12392,1991-12-29,SMA,Pedagang,"Desa_127, Jember"
I012393,Ibu_12393,1982-05-16,SMP,Petani,"Desa_144, Jember"
I012394,Ibu_12394,2012-07-16,Tidak Sekolah,Tidak Bekerja,"Desa_53, Jember"
I012395,Ibu_12395,2008-09-02,SD,Petani,"Desa_110, Jember"
I012396,Ibu_12396,1996-08-08,D3,Karyawan,"Desa_122, Jember"
I012397,Ibu_12397,2011-09-26,S1,IRT,"Desa_124, Jember"
I012398,Ibu_12398,1991-03-05,SMP,Tidak Bekerja,"Desa_72, Jember"
I012399,Ibu_12399,2010-06-03,D3,IRT,"Desa_76, Jember"
I012400,Ibu_12400,2007-04-21,S1,Petani,"Desa_126, Jember"
I012401,Ibu_12401,1998-10-05,SMP,IRT,"Desa_49, Jember"
I012402,Ibu_12402,2011-09-14,SMP,Karyawan,"Desa_44, Jember"
I012403,Ibu_12403,2000-07-14,Tidak Sekolah,Tidak Bekerja,"Desa_75, Jember"
I012404,Ibu_12404,1988-03-18,SD,IRT,"Desa_85, Jember"
I012405,Ibu_12405,1999-09-09,Tidak Sekolah,IRT,"Desa_116, Jember"
I012406,Ibu_12406,1995-11-17,D3,Petani,"Desa_30, Jember"
I012407,Ibu_12407,2001-01-08,SMA,Karyawan,"Desa_147, Jember"
I012408,Ibu_12408,2002-07-12,Tidak Sekolah,Tidak Bekerja,"Desa_85, Jember"
